rally,ball_round,roundscore_A,roundscore_B,player,type,backhand,location,strength,spin,set,match_id,rally_id
1,1,0,0,林昀儒,0,1,9,1,4,1,1,0
1,2,0,0,張本智和,1,2,9,2,1,1,1,0
1,3,0,1,林昀儒,5,2,1,2,1,1,1,0
2,1,0,1,林昀儒,0,1,5,3,5,1,1,1
2,2,0,1,張本智和,10,1,9,2,2,1,1,1
2,3,0,1,林昀儒,1,1,7,2,1,1,1,1
2,4,1,1,張本智和,2,1,1,2,1,1,1,1
3,1,1,1,張本智和,0,1,5,2,5,1,1,2
3,2,1,1,林昀儒,4,2,8,2,1,1,1,2
3,3,1,1,張本智和,6,2,9,1,3,1,1,2
3,4,1,2,林昀儒,5,2,1,2,1,1,1,2
4,1,1,2,張本智和,0,1,4,2,5,1,1,3
4,2,1,2,林昀儒,4,2,8,2,1,1,1,3
4,3,1,2,張本智和,6,2,7,1,3,1,1,3
4,4,1,3,林昀儒,0,1,1,0,0,1,1,3
5,1,1,3,林昀儒,0,1,2,2,5,1,1,4
5,2,2,3,張本智和,10,1,1,2,2,1,1,4
6,1,2,3,林昀儒,0,1,9,1,4,1,1,5
6,2,3,3,張本智和,1,2,1,1,1,1,1,5
7,1,3,3,張本智和,0,1,4,2,5,1,1,6
7,2,3,3,林昀儒,1,1,9,3,1,1,1,6
7,3,4,3,張本智和,6,2,1,1,3,1,1,6
8,1,4,3,張本智和,0,1,6,2,5,1,1,7
8,2,4,3,林昀儒,11,2,4,3,3,1,1,7
8,3,5,3,張本智和,1,1,1,1,1,1,1,7
9,1,5,3,林昀儒,0,1,4,3,2,1,1,8
9,2,5,3,張本智和,4,2,9,1,1,1,1,8
9,3,5,3,林昀儒,5,2,7,2,1,1,1,8
9,4,5,3,張本智和,2,1,8,2,1,1,1,8
9,5,5,3,林昀儒,2,1,9,1,1,1,1,8
9,6,6,3,張本智和,13,2,1,3,0,1,1,8
10,1,6,3,林昀儒,0,1,4,2,4,1,1,9
10,2,6,3,張本智和,11,1,1,3,3,1,1,9
10,3,6,3,林昀儒,11,1,5,3,3,1,1,9
10,4,6,3,張本智和,6,2,9,1,3,1,1,9
10,5,6,4,林昀儒,14,2,1,3,1,1,1,9
11,1,6,4,張本智和,0,1,9,1,4,1,1,10
11,2,6,5,林昀儒,6,2,1,1,3,1,1,10
12,1,6,5,張本智和,0,1,2,2,5,1,1,11
12,2,6,5,林昀儒,4,2,7,1,1,1,1,11
12,3,6,5,張本智和,2,1,8,2,1,1,1,11
12,4,6,6,林昀儒,2,1,1,1,1,1,1,11
13,1,6,6,林昀儒,0,1,9,1,4,1,1,12
13,2,6,6,張本智和,12,2,8,3,2,1,1,12
13,3,6,6,林昀儒,1,1,9,2,1,1,1,12
13,4,7,6,張本智和,5,2,1,1,1,1,1,12
14,1,7,6,林昀儒,0,1,5,2,4,1,1,13
14,2,7,6,張本智和,1,1,8,1,1,1,1,13
14,3,7,7,林昀儒,1,1,1,1,1,1,1,13
15,1,7,7,張本智和,0,1,5,2,5,1,1,14
15,2,7,7,林昀儒,4,2,9,2,1,1,1,14
15,3,7,7,張本智和,6,2,8,3,3,1,1,14
15,4,7,7,林昀儒,1,1,8,1,1,1,1,14
15,5,8,7,張本智和,13,2,1,2,3,1,1,14
16,1,8,7,張本智和,0,1,9,1,4,1,1,15
16,2,8,7,林昀儒,1,2,8,2,1,1,1,15
16,3,8,7,張本智和,2,1,9,2,1,1,1,15
16,4,8,7,林昀儒,2,1,7,1,1,1,1,15
16,5,8,7,張本智和,2,1,8,2,1,1,1,15
16,6,8,7,林昀儒,2,1,8,1,1,1,1,15
16,7,8,7,張本智和,14,2,7,3,1,1,1,15
16,8,8,7,林昀儒,1,1,8,2,1,1,1,15
16,9,8,7,張本智和,2,2,7,2,1,1,1,15
16,10,8,7,林昀儒,1,1,9,2,1,1,1,15
16,11,9,7,張本智和,14,2,1,3,1,1,1,15
17,1,9,7,林昀儒,0,1,9,1,5,1,1,16
17,2,10,7,張本智和,10,2,1,2,2,1,1,16
18,1,10,7,林昀儒,0,1,1,3,2,1,1,17
18,2,10,7,張本智和,10,1,8,2,2,1,1,17
18,3,10,7,林昀儒,4,2,7,1,1,1,1,17
18,4,11,7,張本智和,13,1,1,0,0,1,1,17
19,1,0,0,張本智和,0,1,4,3,5,2,1,18
19,2,0,0,林昀儒,4,2,8,2,1,2,1,18
19,3,1,0,張本智和,2,1,1,2,1,2,1,18
20,1,1,0,張本智和,0,1,9,1,5,2,1,19
20,2,1,0,林昀儒,4,2,7,1,1,2,1,19
20,3,1,0,張本智和,13,1,7,2,3,2,1,19
20,4,1,0,林昀儒,1,1,9,2,1,2,1,19
20,5,1,0,張本智和,13,1,7,2,3,2,1,19
20,6,1,0,林昀儒,1,1,9,2,1,2,1,19
20,7,1,0,張本智和,6,2,9,1,3,2,1,19
20,8,1,1,林昀儒,14,2,1,3,1,2,1,19
21,1,1,1,林昀儒,0,1,2,3,5,2,1,20
21,2,1,1,張本智和,11,1,2,3,2,2,1,20
21,3,1,1,林昀儒,1,1,9,3,1,2,1,20
21,4,1,1,張本智和,13,2,8,2,3,2,1,20
21,5,1,1,林昀儒,1,1,8,2,1,2,1,20
21,6,1,1,張本智和,6,2,9,2,3,2,1,20
21,7,1,1,林昀儒,1,2,8,2,1,2,1,20
21,8,2,1,張本智和,2,1,1,2,1,2,1,20
22,1,2,1,林昀儒,0,1,1,3,5,2,1,21
22,2,2,1,張本智和,11,1,5,3,3,2,1,21
22,3,2,1,林昀儒,1,1,8,1,1,2,1,21
22,4,3,1,張本智和,13,2,1,2,3,2,1,21
23,1,3,1,張本智和,0,1,9,2,5,2,1,22
23,2,3,1,林昀儒,1,2,9,2,1,2,1,22
23,3,3,1,張本智和,5,2,9,2,1,2,1,22
23,4,3,1,林昀儒,1,2,7,2,1,2,1,22
23,5,3,1,張本智和,2,1,9,2,1,2,1,22
23,6,3,2,林昀儒,2,1,1,1,1,2,1,22
24,1,3,2,張本智和,0,1,9,2,5,2,1,23
24,2,3,2,林昀儒,4,2,7,2,1,2,1,23
24,3,4,2,張本智和,2,1,1,1,1,2,1,23
25,1,4,2,林昀儒,0,1,3,3,2,2,1,24
25,2,4,2,張本智和,4,2,7,1,1,2,1,24
25,3,4,3,林昀儒,2,1,1,1,1,2,1,24
26,1,4,3,林昀儒,0,1,5,2,5,2,1,25
26,2,4,3,張本智和,1,1,9,2,1,2,1,25
26,3,4,4,林昀儒,2,1,1,1,1,2,1,25
27,1,4,5,張本智和,0,0,1,0,0,2,1,26
28,1,4,5,張本智和,0,1,1,3,5,2,1,27
28,2,4,5,林昀儒,1,1,5,3,1,2,1,27
28,3,4,5,張本智和,2,1,7,2,1,2,1,27
28,4,4,6,林昀儒,2,1,1,1,1,2,1,27
29,1,4,6,林昀儒,0,1,9,1,4,2,1,28
29,2,5,6,張本智和,1,2,1,1,1,2,1,28
30,1,5,6,林昀儒,0,1,9,1,4,2,1,29
30,2,5,6,張本智和,1,2,7,1,1,2,1,29
30,3,5,6,林昀儒,2,1,9,1,1,2,1,29
30,4,5,6,張本智和,5,2,9,1,1,2,1,29
30,5,5,6,林昀儒,2,2,8,1,1,2,1,29
30,6,6,6,張本智和,2,1,1,2,1,2,1,29
31,1,6,6,張本智和,0,1,5,2,5,2,1,30
31,2,6,6,林昀儒,4,2,7,2,1,2,1,30
31,3,7,6,張本智和,13,1,1,3,3,2,1,30
32,1,7,6,張本智和,0,1,4,2,5,2,1,31
32,2,7,6,林昀儒,4,2,7,1,1,2,1,31
32,3,7,6,張本智和,6,1,9,1,3,2,1,31
32,4,7,6,林昀儒,2,2,8,2,1,2,1,31
32,5,7,6,張本智和,2,1,9,2,1,2,1,31
32,6,7,6,林昀儒,5,2,7,2,1,2,1,31
32,7,8,6,張本智和,2,1,1,2,1,2,1,31
33,1,8,6,林昀儒,0,1,9,1,4,2,1,32
33,2,8,6,張本智和,12,2,5,3,2,2,1,32
33,3,8,6,林昀儒,1,1,9,1,1,2,1,32
33,4,9,6,張本智和,13,2,1,3,3,2,1,32
34,1,9,6,林昀儒,0,1,9,1,5,2,1,33
34,2,9,6,張本智和,1,2,9,2,1,2,1,33
34,3,9,6,林昀儒,5,2,7,1,1,2,1,33
34,4,10,6,張本智和,2,1,8,2,1,2,1,33
35,1,10,6,張本智和,0,2,1,3,2,2,1,34
35,2,10,6,林昀儒,11,2,2,3,2,2,1,34
35,3,11,6,張本智和,11,2,1,3,3,2,1,34
36,1,0,0,林昀儒,0,1,9,1,4,3,1,35
36,2,0,0,張本智和,1,2,7,1,1,3,1,35
36,3,0,1,林昀儒,13,1,1,3,3,3,1,35
37,1,0,1,林昀儒,0,1,9,1,4,3,1,36
37,2,0,1,張本智和,12,2,8,3,2,3,1,36
37,3,0,1,林昀儒,1,1,8,2,1,3,1,36
37,4,0,1,張本智和,13,1,9,3,3,3,1,36
37,5,0,1,林昀儒,1,1,9,2,1,3,1,36
37,6,0,1,張本智和,2,2,7,1,1,3,1,36
37,7,0,1,林昀儒,2,1,9,2,1,3,1,36
37,8,1,1,張本智和,6,2,1,1,3,3,1,36
38,1,1,1,張本智和,0,1,4,2,5,3,1,37
38,2,1,1,林昀儒,4,2,9,2,1,3,1,37
38,3,2,1,張本智和,6,2,1,1,3,3,1,37
39,1,2,1,張本智和,0,1,9,1,5,3,1,38
39,2,2,1,林昀儒,4,2,9,2,1,3,1,38
39,3,2,1,張本智和,5,2,8,2,1,3,1,38
39,4,2,1,林昀儒,5,2,8,1,1,3,1,38
39,5,3,1,張本智和,5,2,1,1,1,3,1,38
40,1,3,1,林昀儒,0,1,8,1,4,3,1,39
40,2,3,1,張本智和,1,1,8,1,1,3,1,39
40,3,3,2,林昀儒,13,2,1,2,3,3,1,39
41,1,3,2,林昀儒,0,1,1,3,2,3,1,40
41,2,3,2,張本智和,11,1,5,3,2,3,1,40
41,3,3,2,林昀儒,4,2,7,2,1,3,1,40
41,4,3,2,張本智和,6,1,9,2,3,3,1,40
41,5,3,2,林昀儒,5,2,9,1,1,3,1,40
41,6,3,2,張本智和,2,2,8,1,1,3,1,40
41,7,3,2,林昀儒,2,1,9,2,1,3,1,40
41,8,3,2,張本智和,2,2,7,1,1,3,1,40
41,9,3,3,林昀儒,2,1,1,2,1,3,1,40
42,1,4,3,張本智和,0,0,4,0,0,3,1,41
43,1,4,3,張本智和,0,1,4,2,5,3,1,42
43,2,4,3,林昀儒,4,2,9,1,1,3,1,42
43,3,4,3,張本智和,6,2,9,2,3,3,1,42
43,4,4,3,林昀儒,13,2,7,2,3,3,1,42
43,5,5,3,張本智和,1,1,0,0,0,3,1,42
44,1,5,3,林昀儒,0,1,2,3,5,3,1,43
44,2,5,3,張本智和,11,1,5,2,3,3,1,43
44,3,5,3,林昀儒,1,1,8,1,1,3,1,43
44,4,6,3,張本智和,13,1,0,1,3,3,1,43
45,1,6,3,林昀儒,0,1,9,1,4,3,1,44
45,2,6,3,張本智和,1,2,7,1,1,3,1,44
45,3,6,4,林昀儒,13,1,0,3,3,3,1,44
46,1,6,4,張本智和,0,1,1,2,5,3,1,45
46,2,6,4,林昀儒,11,2,5,3,2,3,1,45
46,3,7,4,張本智和,4,2,0,1,1,3,1,45
47,1,7,4,張本智和,0,1,4,2,5,3,1,46
47,2,7,4,林昀儒,1,1,6,3,1,3,1,46
47,3,8,4,張本智和,2,1,0,1,1,3,1,46
48,1,8,4,林昀儒,0,1,5,2,4,3,1,47
48,2,8,4,張本智和,4,2,9,1,1,3,1,47
48,3,8,5,林昀儒,5,2,0,1,1,3,1,47
49,1,8,5,林昀儒,0,1,4,2,2,3,1,48
49,2,9,5,張本智和,4,2,0,1,1,3,1,48
50,1,9,5,張本智和,0,1,6,2,5,3,1,49
50,2,9,5,林昀儒,10,2,5,2,2,3,1,49
50,3,9,5,張本智和,11,1,5,3,3,3,1,49
50,4,9,5,林昀儒,1,1,9,3,1,3,1,49
50,5,9,5,張本智和,2,1,9,1,1,3,1,49
50,6,9,6,林昀儒,13,2,0,0,0,3,1,49
51,1,9,6,張本智和,0,1,5,2,5,3,1,50
51,2,9,7,林昀儒,4,2,0,2,1,3,1,50
52,1,9,7,林昀儒,0,1,4,3,2,3,1,51
52,2,9,7,張本智和,10,1,9,1,2,3,1,51
52,3,9,8,林昀儒,1,2,0,2,1,3,1,51
53,1,9,8,林昀儒,0,1,5,3,2,3,1,52
53,2,9,8,張本智和,10,1,5,2,2,3,1,52
53,3,9,8,林昀儒,1,1,9,1,1,3,1,52
53,4,9,8,張本智和,13,2,8,2,3,3,1,52
53,5,9,8,林昀儒,1,1,9,1,1,3,1,52
53,6,10,8,張本智和,13,2,0,3,0,3,1,52
54,1,10,8,張本智和,0,1,6,2,5,3,1,53
54,2,10,9,林昀儒,4,2,0,1,1,3,1,53
55,1,10,9,張本智和,0,1,5,2,5,3,1,54
55,2,10,9,林昀儒,10,2,4,2,2,3,1,54
55,3,10,9,張本智和,1,1,9,1,1,3,1,54
55,4,10,9,林昀儒,13,2,9,2,3,3,1,54
55,5,10,9,張本智和,6,2,8,2,3,3,1,54
55,6,10,10,林昀儒,1,1,0,1,1,3,1,54
56,1,10,10,林昀儒,0,1,2,3,5,3,1,55
56,2,10,10,張本智和,11,1,5,3,2,3,1,55
56,3,10,10,林昀儒,1,1,8,2,1,3,1,55
56,4,10,10,張本智和,2,1,8,1,1,3,1,55
56,5,10,10,林昀儒,1,1,7,1,1,3,1,55
56,6,10,10,張本智和,13,1,9,3,3,3,1,55
56,7,10,10,林昀儒,1,1,9,1,1,3,1,55
56,8,11,10,張本智和,5,2,0,2,1,3,1,55
57,1,11,10,張本智和,0,1,5,2,4,3,1,56
57,2,11,10,林昀儒,4,2,9,2,1,3,1,56
57,3,12,10,張本智和,13,2,0,2,3,3,1,56
1,1,0,0,張本智和,0,1,2,2,3,1,2,57
1,2,0,0,廖振珽,11,1,2,2,3,1,2,57
1,3,0,1,張本智和,7,1,0,2,1,1,2,57
2,1,0,1,張本智和,0,1,2,3,2,1,2,58
2,2,0,1,廖振珽,11,2,2,2,2,1,2,58
2,3,0,1,張本智和,11,1,2,2,2,1,2,58
2,4,0,1,廖振珽,11,1,1,3,2,1,2,58
2,5,0,1,張本智和,10,2,5,3,3,1,2,58
2,6,0,1,廖振珽,1,1,9,1,1,1,2,58
2,7,0,2,張本智和,0,0,0,0,0,1,2,58
3,1,0,2,廖振珽,0,1,8,1,4,1,2,59
3,2,0,3,張本智和,1,2,0,2,1,1,2,59
4,1,0,3,廖振珽,0,1,3,2,2,1,2,60
4,2,0,3,張本智和,10,1,7,2,2,1,2,60
4,3,0,3,廖振珽,1,2,7,2,1,1,2,60
4,4,0,3,張本智和,13,2,8,2,3,1,2,60
4,5,0,3,廖振珽,1,2,8,2,1,1,2,60
4,6,0,3,張本智和,2,1,9,1,1,1,2,60
4,7,0,3,廖振珽,5,1,8,1,1,1,2,60
4,8,0,3,張本智和,5,1,8,1,1,1,2,60
4,9,1,3,廖振珽,2,2,0,1,1,1,2,60
5,1,1,3,張本智和,0,1,2,2,5,1,2,61
5,2,1,3,廖振珽,11,1,2,2,2,1,2,61
5,3,1,3,張本智和,10,1,7,1,2,1,2,61
5,4,1,3,廖振珽,1,2,9,1,1,1,2,61
5,5,1,4,張本智和,0,0,0,0,0,1,2,61
6,1,1,4,張本智和,0,1,3,2,5,1,2,62
6,2,1,4,廖振珽,10,1,8,2,3,1,2,62
6,3,1,4,張本智和,1,1,8,1,1,1,2,62
6,4,2,4,廖振珽,13,1,0,3,1,1,2,62
7,1,2,4,廖振珽,0,1,5,2,4,1,2,63
7,2,2,4,張本智和,1,2,8,2,1,1,2,63
7,3,2,4,廖振珽,1,1,5,3,1,1,2,63
7,4,2,4,張本智和,1,1,8,1,1,1,2,63
7,5,3,4,廖振珽,2,1,0,1,1,1,2,63
8,1,3,4,廖振珽,0,1,2,3,3,1,2,64
8,2,3,4,張本智和,4,2,7,1,1,1,2,64
8,3,4,4,廖振珽,0,0,0,0,0,1,2,64
9,1,4,4,張本智和,0,1,2,2,5,1,2,65
9,2,4,4,廖振珽,10,1,8,2,2,1,2,65
9,3,4,4,張本智和,10,2,7,2,3,1,2,65
9,4,4,4,廖振珽,1,2,7,2,1,1,2,65
9,5,4,4,張本智和,13,2,8,2,3,1,2,65
9,6,4,4,廖振珽,1,1,7,1,1,1,2,65
9,7,4,5,張本智和,6,2,0,1,1,1,2,65
10,1,4,5,張本智和,0,1,4,2,4,1,2,66
10,2,4,5,廖振珽,4,2,7,2,1,1,2,66
10,3,4,5,張本智和,6,2,7,1,1,1,2,66
10,4,4,5,廖振珽,13,2,8,2,3,1,2,66
10,5,4,5,張本智和,1,1,8,1,1,1,2,66
10,6,4,5,廖振珽,6,2,8,2,1,1,2,66
10,7,4,5,張本智和,1,1,9,1,1,1,2,66
10,8,4,5,廖振珽,2,1,8,2,1,1,2,66
10,9,4,5,張本智和,6,1,7,1,1,1,2,66
10,10,4,5,廖振珽,1,2,5,2,1,1,2,66
10,11,4,5,張本智和,1,1,8,2,1,1,2,66
10,12,4,5,廖振珽,1,1,8,1,1,1,2,66
10,13,4,5,張本智和,13,1,7,3,1,1,2,66
10,14,5,5,廖振珽,1,1,0,1,1,1,2,66
11,1,5,5,廖振珽,0,1,2,2,3,1,2,67
11,2,5,5,張本智和,10,2,5,2,3,1,2,67
11,3,6,5,廖振珽,1,1,0,2,1,1,2,67
12,1,7,5,廖振珽,0,0,0,0,0,1,2,68
12,2,7,5,廖振珽,4,2,8,2,1,1,2,68
13,1,7,5,張本智和,0,1,3,2,5,1,2,69
13,3,7,5,張本智和,6,2,7,1,1,1,2,69
13,4,8,5,廖振珽,6,0,0,2,1,1,2,69
14,1,8,5,張本智和,0,1,2,2,2,1,2,70
14,2,8,5,廖振珽,10,1,9,2,2,1,2,70
14,3,8,5,張本智和,1,1,8,2,1,1,2,70
14,4,9,5,廖振珽,13,2,0,3,3,1,2,70
15,1,9,5,廖振珽,0,1,5,2,4,1,2,71
15,2,9,6,張本智和,4,2,0,3,1,1,2,71
16,1,9,6,廖振珽,0,1,8,1,4,1,2,72
16,2,9,6,張本智和,1,2,7,2,1,1,2,72
16,3,10,6,廖振珽,1,1,0,2,1,1,2,72
17,1,10,6,張本智和,0,1,2,2,4,1,2,73
17,2,10,6,廖振珽,4,2,7,1,1,1,2,73
17,3,10,7,張本智和,0,0,0,0,0,1,2,73
18,1,10,7,張本智和,0,1,7,2,5,1,2,74
18,2,11,7,廖振珽,1,2,0,2,1,1,2,74
19,1,0,0,廖振珽,0,1,3,2,5,2,2,75
19,2,0,0,張本智和,11,1,2,2,3,2,2,75
19,3,0,0,廖振珽,10,1,7,2,3,2,2,75
19,4,0,0,張本智和,1,2,7,1,1,2,2,75
19,5,0,0,廖振珽,13,2,8,2,3,2,2,75
19,6,0,0,張本智和,14,1,5,3,1,2,2,75
19,7,0,0,廖振珽,1,1,7,1,1,2,2,75
19,8,0,0,張本智和,2,2,8,2,1,2,2,75
19,9,0,0,廖振珽,1,1,7,1,1,2,2,75
19,10,0,0,張本智和,14,2,8,2,1,2,2,75
19,11,0,0,廖振珽,2,1,7,1,1,2,2,75
19,12,0,0,張本智和,2,2,8,1,1,2,2,75
19,13,0,0,廖振珽,2,1,7,1,1,2,2,75
19,14,0,0,張本智和,2,2,8,2,1,2,2,75
19,15,0,0,廖振珽,2,1,9,1,1,2,2,75
19,16,0,1,張本智和,0,0,0,0,0,2,2,75
20,1,0,1,廖振珽,0,1,5,2,2,2,2,76
20,2,0,1,張本智和,10,1,7,2,2,2,2,76
20,3,0,1,廖振珽,2,2,7,2,1,2,2,76
20,4,0,1,張本智和,6,2,7,1,1,2,2,76
20,5,0,1,廖振珽,13,1,8,2,3,2,2,76
20,6,0,1,張本智和,1,1,8,1,1,2,2,76
20,7,1,1,廖振珽,5,1,0,2,1,2,2,76
21,1,1,1,張本智和,0,1,2,2,3,2,2,77
21,2,1,1,廖振珽,11,1,5,2,3,2,2,77
21,3,1,1,張本智和,10,2,7,2,3,2,2,77
21,4,1,1,廖振珽,1,2,9,2,1,2,2,77
21,5,1,2,張本智和,2,1,0,2,1,2,2,77
22,1,1,2,張本智和,0,1,2,3,5,2,2,78
22,2,1,2,廖振珽,10,1,8,1,2,2,2,78
22,3,1,2,張本智和,1,1,9,3,1,2,2,78
22,4,1,2,廖振珽,2,1,9,1,1,2,2,78
22,5,1,3,張本智和,13,1,0,3,3,2,2,78
23,1,1,3,廖振珽,0,1,3,2,4,2,2,79
23,2,1,3,張本智和,4,2,7,1,1,2,2,79
23,3,2,3,廖振珽,13,2,0,3,3,2,2,79
24,1,2,3,廖振珽,0,1,3,2,2,2,2,80
24,2,2,3,張本智和,11,2,5,2,3,2,2,80
24,3,3,3,廖振珽,1,1,0,2,1,2,2,80
25,1,3,3,張本智和,0,1,6,2,5,2,2,81
25,2,3,3,廖振珽,1,1,9,1,1,2,2,81
25,3,3,3,張本智和,5,1,8,1,1,2,2,81
25,4,3,3,廖振珽,2,1,8,2,1,2,2,81
25,5,3,3,張本智和,6,2,7,2,1,2,2,81
25,6,3,3,廖振珽,2,2,7,2,1,2,2,81
25,7,4,3,張本智和,2,1,9,1,1,2,2,81
25,8,4,3,廖振珽,0,0,0,0,0,2,2,81
26,1,4,3,張本智和,0,1,7,1,5,2,2,82
26,2,4,3,廖振珽,1,2,8,2,1,2,2,82
26,3,4,3,張本智和,2,1,8,1,1,2,2,82
26,4,4,3,廖振珽,2,1,8,1,1,2,2,82
26,5,4,3,張本智和,13,1,5,3,3,2,2,82
26,6,4,3,廖振珽,1,1,8,1,1,2,2,82
26,7,4,3,張本智和,13,1,9,2,3,2,2,82
26,8,4,3,廖振珽,1,1,8,1,1,2,2,82
26,9,4,3,張本智和,6,2,7,1,1,2,2,82
26,10,5,3,廖振珽,14,2,0,2,1,2,2,82
27,1,5,3,廖振珽,0,1,2,2,3,2,2,83
27,2,5,3,張本智和,11,2,5,3,3,2,2,83
27,3,5,3,廖振珽,1,1,9,1,1,2,2,83
27,4,5,4,張本智和,0,0,0,0,0,2,2,83
28,1,6,4,廖振珽,0,0,0,0,0,2,2,84
29,1,6,4,張本智和,0,1,3,2,2,2,2,85
29,2,6,4,廖振珽,11,1,3,2,3,2,2,85
29,3,6,4,張本智和,11,1,2,2,2,2,2,85
29,4,6,4,廖振珽,11,1,2,2,2,2,2,85
29,5,6,4,張本智和,10,1,4,2,2,2,2,85
29,6,6,4,廖振珽,1,2,8,2,1,2,2,85
29,7,6,4,張本智和,13,1,5,3,1,2,2,85
29,8,6,4,廖振珽,1,1,7,1,1,2,2,85
29,9,6,5,張本智和,0,0,0,0,0,2,2,85
30,1,6,5,張本智和,0,1,5,2,4,2,2,86
30,2,6,5,廖振珽,4,2,5,2,1,2,2,86
30,3,6,5,張本智和,1,1,9,1,1,2,2,86
30,4,7,5,廖振珽,2,1,0,2,1,2,2,86
31,1,7,5,廖振珽,0,1,5,2,3,2,2,87
31,2,7,5,張本智和,4,2,7,1,1,2,2,87
31,3,7,5,廖振珽,13,2,5,3,3,2,2,87
31,4,7,5,張本智和,1,1,8,1,1,2,2,87
31,5,7,5,廖振珽,13,2,8,2,3,2,2,87
31,6,7,5,張本智和,1,1,8,1,1,2,2,87
31,7,7,5,廖振珽,13,1,8,2,3,2,2,87
31,8,7,5,張本智和,6,2,8,2,1,2,2,87
31,9,7,5,廖振珽,2,1,9,1,1,2,2,87
31,10,7,6,張本智和,2,1,0,1,1,2,2,87
32,1,7,6,廖振珽,0,1,3,2,4,2,2,88
32,2,7,6,張本智和,7,1,9,1,1,2,2,88
32,3,8,6,廖振珽,0,1,0,0,0,2,2,88
33,1,8,6,張本智和,0,1,5,2,4,2,2,89
33,2,8,6,廖振珽,4,2,7,1,1,2,2,89
33,3,8,7,張本智和,6,2,0,2,1,2,2,89
34,1,8,7,張本智和,0,1,2,2,3,2,2,90
34,2,8,7,廖振珽,11,1,5,2,3,2,2,90
34,3,8,8,張本智和,4,2,0,2,1,2,2,90
35,1,8,8,廖振珽,0,1,5,2,2,2,2,91
35,2,8,8,張本智和,4,2,7,1,1,2,2,91
35,3,9,8,廖振珽,13,2,0,2,3,2,2,91
36,1,9,8,廖振珽,0,1,5,2,2,2,2,92
36,2,9,8,張本智和,4,2,7,1,1,2,2,92
36,3,10,8,廖振珽,13,2,0,2,3,2,2,92
37,1,10,8,張本智和,0,1,3,2,4,2,2,93
37,2,10,8,廖振珽,7,1,9,1,1,2,2,93
37,3,10,9,張本智和,0,1,0,0,0,2,2,93
38,1,10,9,張本智和,0,1,2,3,3,2,2,94
38,2,10,9,廖振珽,7,1,7,2,1,2,2,94
38,3,10,10,張本智和,1,2,0,2,1,2,2,94
39,1,10,10,廖振珽,0,1,8,1,4,2,2,95
39,2,10,10,張本智和,1,2,8,2,1,2,2,95
39,3,10,10,廖振珽,2,1,9,1,1,2,2,95
39,4,10,10,張本智和,13,1,9,2,1,2,2,95
39,5,10,10,廖振珽,1,1,8,1,1,2,2,95
39,6,10,10,張本智和,2,1,8,1,1,2,2,95
39,7,11,10,廖振珽,2,1,0,1,1,2,2,95
40,1,11,10,張本智和,0,1,2,2,2,2,2,96
40,2,11,10,廖振珽,11,1,5,2,2,2,2,96
40,3,11,10,張本智和,11,2,2,2,2,2,2,96
40,4,11,10,廖振珽,11,1,4,3,3,2,2,96
40,5,11,10,張本智和,1,2,7,1,1,2,2,96
40,6,11,10,廖振珽,13,2,5,2,3,2,2,96
40,7,11,10,張本智和,1,1,9,1,1,2,2,96
40,8,12,10,廖振珽,0,1,0,0,0,2,2,96
41,1,0,0,張本智和,0,1,2,2,3,3,2,97
41,2,0,0,廖振珽,11,1,1,3,3,3,2,97
41,3,0,0,張本智和,7,1,8,1,1,3,2,97
41,4,0,0,廖振珽,13,2,7,2,3,3,2,97
41,5,0,0,張本智和,1,1,9,1,1,3,2,97
41,6,1,0,廖振珽,14,2,0,3,3,3,2,97
42,1,1,0,張本智和,0,1,2,2,2,3,2,98
42,2,1,0,廖振珽,10,2,5,2,2,3,2,98
42,3,1,0,張本智和,10,2,9,2,2,3,2,98
42,4,2,0,廖振珽,1,2,0,1,1,3,2,98
43,1,2,0,廖振珽,0,1,3,2,4,3,2,99
43,2,2,0,張本智和,11,2,5,3,3,3,2,99
43,3,2,0,廖振珽,1,1,9,1,1,3,2,99
43,4,2,1,張本智和,13,2,0,0,0,3,2,99
44,1,2,1,廖振珽,0,1,4,2,3,3,2,100
44,2,2,1,張本智和,10,2,9,2,3,3,2,100
44,3,2,1,廖振珽,1,1,7,1,1,3,2,100
44,4,2,1,張本智和,13,1,1,3,1,3,2,100
44,5,2,1,廖振珽,1,1,8,1,1,3,2,100
44,6,2,2,張本智和,0,2,0,0,0,3,2,100
45,1,2,2,張本智和,0,1,5,2,4,3,2,101
45,2,2,2,廖振珽,4,2,7,2,1,3,2,101
45,3,2,2,張本智和,13,1,5,3,1,3,2,101
45,4,2,2,廖振珽,1,1,7,1,1,3,2,101
45,5,2,3,張本智和,0,1,0,0,0,3,2,101
46,1,2,3,張本智和,0,1,5,2,5,3,2,102
46,2,2,3,廖振珽,10,1,5,2,2,3,2,102
46,3,2,3,張本智和,1,1,7,1,1,3,2,102
46,4,3,3,廖振珽,2,1,0,2,1,3,2,102
47,1,3,3,廖振珽,0,1,8,1,5,3,2,103
47,2,3,4,張本智和,1,2,0,2,1,3,2,103
48,1,3,4,廖振珽,0,1,9,1,4,3,2,104
48,2,3,4,張本智和,1,2,9,2,1,3,2,104
48,3,3,4,廖振珽,2,1,9,1,1,3,2,104
48,4,3,5,張本智和,13,2,0,3,3,3,2,104
49,1,3,5,張本智和,0,1,8,1,4,3,2,105
49,2,3,5,廖振珽,1,2,9,2,1,3,2,105
